"V1","RHOA (387)","SYNE1 (23345)","PRSS57 (400668)","FOXP1 (27086)","KIF20B (9585)","OR6C1 (390321)","KLHDC7A (127707)","SORCS3 (22986)","RPS6KA4 (8986)","NEFM (4741)","MET (4233)","SMAD2 (4087)","ZNF732 (654254)","ASTN1 (460)","RASA1 (5921)","ACTR10 (55860)","CEBPA (1050)","BCL2L11 (10018)","TSC2 (7249)","PCDHA12 (56137)","SCAF4 (57466)","TGFBR2 (7048)","CSMD2 (114784)","MB21D2 (151963)","ATM (472)","RAF1 (5894)","USF3 (205717)","BCL2 (596)","FBXW7 (55294)","CLK3 (1198)","TRAT1 (50852)","ZC3H4 (23211)","UGT3A2 (167127)","SPTA1 (6708)","AR (367)","CUEDC2 (79004)","ASXL3 (80816)","SETD2 (29072)","KDM6A (7403)","ZBED2 (79413)","NDUFS1 (4719)","LBR (3930)","OR4M1 (441670)","POT1 (25913)","JAK2 (3717)","SMARCD1 (6602)","NWD1 (284434)","MUC16 (94025)","KCNQ5 (56479)","CHEK2 (11200)","PDCD6IP (10015)","ABCA1 (19)","BRCA2 (675)","TP53 (7157)","HEXD (284004)","FBXL4 (26235)","PRKAG1 (5571)","UPF2 (26019)","DNMT3A (1788)","DHX15 (1665)","ARID1B (57492)","DSC3 (1825)","MYOCD (93649)","H3-3A (3020)","ZIM3 (114026)","CNOT3 (4849)","EBF2 (64641)","CHI3L2 (1117)","KCNA4 (3739)","SYT13 (57586)","SPOCK3 (50859)","RICTOR (253260)","SPOP (8405)","ZNF7 (7553)","FAM83B (222584)","RXRA (6256)","MAP3K4 (4216)","PIM1 (5292)","ABCC9 (10060)","SH3RF2 (153769)","NQO1 (1728)","RNF152 (220441)","CIC (23152)","RALB (5899)","ACACB (32)","LOXHD1 (125336)","BCL6 (604)","OR8D1 (283159)","PPP1R3A (5506)","DMXL2 (23312)","OR2A5 (393046)","MYO7B (4648)","U2AF1 (7307)","SACS (26278)","DST (667)","PIK3CD (5293)","PBRM1 (55193)","DNAJA4 (55466)","CDK4 (1019)","AMOT (154796)","H3C2 (8358)","ZSCAN20 (7579)","CHD4 (1108)","CNOT9 (9125)","NPAP1 (23742)","OR1N2 (138882)","ZNF615 (284370)","IRF3 (3661)","OR4A15 (81328)","ATRX (546)","MLLT10 (8028)","FGFR1 (2260)","LYST (1130)","KMT2D (8085)","PDSS1 (23590)","CARD11 (84433)","ERCC3 (2071)","GPR107 (57720)","FMN2 (56776)","FLACC1 (130540)","RAD50 (10111)","NFATC2 (4773)","TGFB1 (7040)","NLRP4 (147945)","ZHX3 (23051)","SRCIN1 (80725)","SF3B1 (23451)","PTP4A3 (11156)","HFM1 (164045)","ACVR1B (91)","ZNF180 (7733)","MLH1 (4292)","DENND4C (55667)","HCRTR2 (3062)","RTKN2 (219790)","DICER1 (23405)","EPHB1 (2047)","DCAF12L2 (340578)","ZDBF2 (57683)","IDH1 (3417)","CNTNAP2 (26047)","ALK (238)","ZNF534 (147658)","SOX30 (11063)","FGFR3 (2261)","SLCO6A1 (133482)","NFE2L2 (4780)","ZNF140 (7699)","FAM174C (55009)","MYCN (4613)"
"ACH-003180",1.4852,1.2238,1.3814,0.4084,0.6997,0.9292,1.2144,0.6921,1.1439,1.2269,1.0984,0.9306,1.687,1.9472,0.6739,1.1715,1.0636,1.0004,1.3486,0.6419,1.2083,1.7086,1.2144,0.957,0.674,1.5144,1.0693,0.9306,0.6618,1.1148,1.0693,1.0636,1.3823,2.2122,0.6667,0.6371,0.9306,1.4852,1.2421,1.0693,0.6707,2.0085,1.1715,1.0984,0.9659,0.9292,1.3547,1.3598,1.2918,1.1222,1.4826,0.8626,0.6068,0.8893,0.6137,1.2878,0.9292,0.6394,0.8555,1.9056,1.2238,0.9306,0.948,2.0085,0.9699,0.9563,1.2269,1.2358,0.6667,1.2335,0.6618,1.3823,0.8689,1.0187,1.7007,0.7298,1.2238,0.9252,0.6619,0.6419,1.3819,0.9306,1.0636,0.9719,0.937,0.9306,0.9485,0.6766,1.0984,1.2085,0.5356,0.9543,1.1043,0.6068,1.4521,1.2159,1.4852,1.1148,0.9292,0.6792,0.8809,1.2144,0.6619,0.6707,1.1691,0.8102,0.9563,1.0636,1.5147,0.6667,0.8858,1.3347,1.6868,0.9292,0.9432,0.9329,0.9543,0.8102,1.7736,0.6136,0.6419,1.349,1.0636,0.9699,1.3851,0.8559,0.6803,1.0187,2.1657,0.9292,1.0636,1.5554,1.0442,1.4521,1.0433,0.7913,0.9833,0.6792,0.6707,0.6707,0.5356,0.9222,0.9563,0.6706,1.687,0.6578,0.6803,0.8831,1.3814,0.6504
"ACH-002690",0.6879,0.7625,0.9581,0.7412,0.8143,1.3735,1.0967,0.8143,1.0225,1.4772,0.7605,0.4278,0.7903,1.4871,0.8042,1.8218,0.675,1.6274,0.8092,0.8042,1.3492,1.1264,1.0967,0.7474,0.7998,1.069,0.8177,0.4278,1.0677,1.0292,0.8177,0.675,1.4955,1.4871,0.7167,0.8143,0.4278,1.0913,0.7312,0.8177,1.0599,0.714,1.4251,0.747,0.7974,1.0769,1.3306,1.0051,1.1855,0.9786,1.1605,1.4455,0.7489,0.7108,1.0507,0.7433,1.0769,0.688,1.3841,0.7903,0.7719,0.4278,0.7454,0.714,0.6513,0.6513,1.4335,1.4871,0.7554,1.1316,1.0677,1.4955,1.5845,0.7822,1.1758,1.4991,0.7719,1.0677,0.7599,0.8042,1.117,0.4278,0.675,0.7304,0.7698,0.4278,0.734,0.428,0.7605,1.0715,0.747,0.7122,1.3492,2.1487,1.2093,1.0925,0.6879,1.0363,1.3735,0.717,1.1109,1.0967,0.7599,1.0167,1.068,1.0785,0.6513,0.675,1.1372,0.6875,0.7651,0.7823,0.714,1.0769,0.7651,1.4665,0.7122,1.0785,0.714,1.0599,0.8042,2.1419,0.675,0.6513,1.1402,0.7096,1.0599,0.7822,1.4871,1.0769,0.675,1.0942,0.7974,1.1758,0.7682,0.6763,1.1585,0.717,1.0599,1.0599,0.7346,1.3841,0.6513,1.4718,0.7903,0.8042,1.1171,0.8078,0.9581,1.3559
"ACH-000988",1.0461,1.037,1.003,1.0776,1.0516,1.0513,1.008,1.0516,1.0186,1.0524,1.0605,1.0861,1.0478,1.0401,1.0583,1.0367,0.9841,1.0293,1.034,1.0419,1.0305,1.0461,1.0009,1.0463,1.059,1.0461,1.0477,1.0232,1.0463,1.0216,1.0477,0.9841,1.058,1.0401,0.5519,1.0516,1.0861,1.0461,0.5433,1.0477,1.0576,1.0342,1.0732,1.0605,1.0756,1.0513,1.003,1.003,1.0737,1.0017,1.0461,1.0197,1.0451,0.9793,0.9944,1.0737,1.0513,1.0323,1.045,1.0718,1.037,1.0861,0.9863,1.0342,0.937,0.9841,1.0524,1.0649,1.1016,1.0593,1.0463,1.058,0.9944,1.0417,1.0898,1.0118,1.037,1.012,1.0527,1.0419,1.0445,1.0232,0.9841,1.0576,1.0513,1.0861,1.0463,1.059,1.0605,1.0216,1.0004,1.0576,1.0305,1.0451,1.0898,1.0053,1.0461,1.0216,1.0513,0.5587,1.012,1.0009,1.0527,1.0401,1.0216,1.0118,0.9841,0.9841,1.244,0.5519,1.0323,1.0524,1.0342,1.0513,1.0323,0.5146,1.0576,1.0118,1.0342,1.0576,1.0419,1.0699,0.9841,0.937,1.0699,0.9944,1.0576,1.0417,1.0649,1.0513,0.9841,1.0461,1.0756,1.0898,1.0516,1.0367,1.0477,0.5587,1.0576,1.0576,1.0004,1.045,0.9841,1.0419,1.0478,1.0583,1.0576,1.0513,1.003,1.045
"ACH-001578",0.8185,1.1732,0.8062,0.8836,0.8888,1.2602,1.7176,0.8888,1.202,0.888,0.9368,0.9118,0.4154,1.4396,1.2539,0.8662,0.813,1.2316,0.803,1.2503,1.3102,0.897,1.9815,1.4482,1.2088,0.897,0.8753,0.846,0.8604,1.2427,0.8753,0.813,1.3287,1.6661,0.8995,0.8888,0.9118,0.8185,0.5538,0.8753,1.3525,1.2219,0.8965,0.8609,0.9339,1.2602,0.9831,0.8062,1.1596,0.864,0.897,0.9012,0.8683,1.2083,1.1629,1.2896,1.2602,0.9565,1.2011,0.9326,1.1732,0.9118,1.2083,1.2219,0.813,0.813,0.888,1.6889,0.9655,1.3101,0.8937,1.1891,1.2082,0.8649,0.8947,0.8363,1.1732,0.8036,1.7484,1.4315,0.8872,0.846,0.813,1.3273,0.8569,0.9118,1.4776,1.2115,1.3019,1.2764,0.8609,1.3273,1.3025,0.8683,0.8947,1.5786,0.8185,1.2427,1.5413,1.4351,0.8036,1.9815,1.6404,1.2719,1.4219,0.8363,0.813,0.813,1.2896,1.2834,0.9382,0.888,1.2534,1.2602,0.9382,0.8875,1.3273,0.8363,1.2534,1.2671,1.1833,1.2884,0.813,0.813,1.3614,1.6684,1.2007,0.8649,1.6618,1.2602,0.813,0.897,0.9339,0.8947,0.8616,0.8468,0.8583,1.2985,1.3525,1.3525,0.8609,1.2011,0.813,1.3427,0.4154,1.2498,1.2622,0.8788,0.8062,1.28
"ACH-000541",1.0952,0.8689,1.0704,1.1655,1.1913,1.6224,0.9013,1.32,1.1127,0.5976,1.927,1.4894,0.5683,1.2315,0.6256,0.6254,1.2434,0.8507,1.0197,0.6211,1.089,1.1019,0.9013,1.2991,0.954,1.0964,1.3948,1.4126,0.9126,1.1603,1.3796,0.8075,1.2556,1.2006,0.6429,1.1132,1.5307,1.0952,0.21,1.3948,0.9164,1.1414,0.6254,1.929,1.099,1.6224,1.0704,1.0704,1.149,0.5886,1.1019,1.0244,0.6012,0.5423,1.0396,0.9286,1.6224,1.1148,1.0965,0.6305,0.8689,1.0539,0.5423,1.1414,0.7828,0.8075,0.5976,0.9013,0.9946,1.8811,1.136,1.2556,1.1197,1.2101,1.0278,0.8793,0.8689,0.903,1.4896,0.6211,1.0936,1.5203,1.2434,0.9301,1.3846,1.4894,1.2991,0.9327,1.927,1.1728,1.6095,0.9301,1.0186,0.5625,1.0278,0.8444,1.0952,1.1603,1.8507,0.6806,0.903,0.9013,1.427,0.9164,1.0955,0.9856,0.8075,0.8075,1.6191,0.6429,1.2078,0.6407,1.0451,1.6224,1.1056,0.5074,0.9301,0.9856,1.1678,0.9164,0.6208,1.144,1.2434,0.7828,1.2273,1.1197,0.9164,1.2101,0.9013,1.6224,1.2434,1.0952,1.099,1.0278,1.1562,0.5814,1.4149,0.6411,0.9164,0.9164,1.8058,1.0965,0.8075,0.7884,0.5683,0.6256,0.9164,1.1824,1.0704,0.9404
"ACH-000785",0.6109,0.9527,0.2898,0.673,0.9914,1.3901,0.8581,0.709,0.9131,0.6474,1.7242,0.3352,0.939,1.0244,0.9531,1.3545,1.1483,0.9772,0.9144,0.8461,0.9817,0.6794,0.857,0.9322,1.5428,0.6237,1.015,0.3352,0.9876,1.1188,1.015,1.1483,2.3007,1.0244,1.0427,0.9022,0.3352,0.6109,0.6674,1.015,0.9767,1.0199,1.1029,1.7242,0.5631,1.3901,0.8657,0.8657,1.0092,1.1641,0.597,1.022,1.271,0.8914,1.1511,0.6797,1.3901,0.893,1.2286,1.0351,0.9527,0.3352,0.8914,1.0199,1.1367,1.5128,0.6474,1.0855,1.0135,0.8823,0.9876,2.3007,1.1302,1.4114,1.0234,1.4829,0.9527,0.9161,0.9772,0.9474,0.9193,0.3352,1.1483,0.9772,0.9894,0.3352,0.9512,1.5428,1.7242,1.2384,1.5409,0.9772,0.911,1.271,1.0234,0.8608,0.6109,1.1763,1.5208,1.0427,0.9161,0.857,0.9772,0.9767,0.32,0.9213,1.0842,1.8786,1.1019,1.0427,0.9602,0.6474,1.0199,1.3901,0.87,1.2047,0.9772,1.4829,1.378,0.9767,0.8461,1.4675,1.1483,1.1367,1.5014,1.145,0.9767,1.4114,0.6615,1.3901,1.1483,0.6109,0.6768,1.0234,0.9771,1.6439,0.9557,1.0427,0.9767,0.9767,1.6684,1.2286,1.0842,0.9413,0.939,0.8991,0.9058,0.7046,0.8897,1.3682
"ACH-001322",1.0328,1.0346,1.0113,1.0956,1.0596,1.0773,1.0155,1.0596,1.0312,1.0456,1.114,1.0932,1.3536,1.0384,1.0664,0.551,1.0044,1.0502,1.0224,1.0614,1.4266,1.0328,1.0041,1.058,1.091,1.0882,1.058,1.0932,1.0796,1.0381,1.058,1.0044,1.0923,1.0384,1.1511,1.0596,1.0932,1.0328,1.0853,1.058,1.0665,1.2862,1.0576,1.114,0.5547,1.0773,1.0188,1.0188,1.084,1.0094,1.0328,1.0564,0.5242,0.9911,0.9891,1.1173,1.0773,1.0466,1.0138,1.0919,1.0346,1.0932,0.9911,1.2862,0.9581,1.0044,1.0456,1.0731,1.0849,1.0849,1.0796,1.0923,1.0044,1.0639,1.0956,0.9827,1.0346,0.9966,1.0626,1.0614,1.56,1.0932,1.0044,1.0502,1.0384,1.0932,1.058,1.091,1.73,1.0381,1.0267,1.0502,1.5137,0.5242,0.7487,1.015,1.0328,1.0381,1.0773,1.1511,0.9966,1.0041,1.0626,1.0665,1.0381,1.0169,1.0044,1.0044,1.2972,1.1511,1.0349,1.0456,1.2104,1.0773,1.0349,1.0575,1.0502,0.9827,1.2104,1.0665,1.0614,1.0456,1.0044,0.9581,1.0456,1.0044,1.0665,1.0639,1.5571,1.0773,1.0044,1.0328,0.5547,1.0956,1.0596,0.5224,1.058,1.1511,1.0665,1.0665,1.0267,1.0138,1.0044,1.0614,1.3536,1.0664,1.0665,1.0384,1.0113,1.1092
"ACH-001318",0.8297,1.2268,0.7851,0.8578,0.8232,1.1734,1.1474,1.1102,1.2169,0.8105,1.6318,0.8551,1.2355,1.3217,0.8234,0.8639,1.2113,1.2554,0.8243,0.8807,1.5677,0.8593,0.8142,1.203,1.2604,0.8215,0.8349,0.8551,0.8575,1.1695,0.8349,1.2079,0.8514,1.1846,0.9008,1.1102,0.8635,0.7645,0.8541,0.8349,1.2627,1.2116,0.8623,1.2543,0.4434,1.1734,0.8035,0.7852,1.2268,0.8012,0.8593,0.8391,0.8384,0.787,1.1439,1.2268,1.1734,1.2261,1.185,1.1588,1.2268,0.8635,0.787,1.2116,1.1169,1.1049,0.8105,0.8751,0.903,0.903,0.8311,0.8514,1.1439,1.1115,1.2858,0.801,1.2268,1.1729,1.2509,0.8807,0.8438,0.8551,1.153,1.2554,1.2811,0.8551,0.7659,1.1933,1.6318,1.1943,1.2477,1.2554,1.5677,0.8384,1.2858,1.1581,0.8297,1.1695,1.2088,0.8081,1.1729,0.8142,1.2509,0.8788,1.2613,0.801,1.1049,1.2079,1.5579,0.9008,1.2048,1.2867,1.2116,1.1734,1.2048,1.1319,1.2554,0.801,1.2116,1.2627,0.8538,1.3307,1.153,1.1169,1.3235,1.1527,1.2627,1.1115,1.3132,1.1734,1.153,0.8263,0.4434,1.2858,0.8421,0.9377,0.8349,0.8269,1.2627,1.2627,1.2477,1.185,1.1049,0.958,1.2355,0.8361,1.5664,1.3064,0.7851,1.2401
"ACH-001422",1.0493,1.0305,1.002,0.9835,1.047,1.0485,1.01,1.047,1.5029,1.0638,0.5261,0.541,1.0512,1.0686,1.5366,1.0341,0.9965,1.0564,0.9643,1.5731,1.0365,1.0493,1.01,1.043,1.5659,1.0493,1.043,1.0228,1.0327,1.4889,1.043,0.9965,1.6495,1.0686,0.5279,1.047,0.541,1.0493,0.5332,1.043,0.5293,1.0686,1.0341,0.5261,1.0474,1.0485,1.002,1.002,1.0382,0.5124,1.0493,1.4978,0.9594,0.9829,0.9966,1.0305,1.0485,1.0186,1.0342,1.0838,0.9857,0.541,0.9829,1.0686,0.9416,0.9965,1.0638,1.0405,1.0322,1.0322,1.0327,1.4277,0.9966,1.0387,1.0905,1.4467,0.9857,0.9784,1.0536,1.5916,1.0349,1.1058,0.9965,1.0564,1.0485,0.541,1.043,1.5462,0.5261,1.0196,0.5002,1.0564,1.0365,0.9594,1.0905,1.0233,1.0493,1.0296,1.0485,0.5427,0.9784,1.01,1.0536,0.5293,1.0196,1.5084,0.9965,0.9965,1.2247,0.5279,1.0304,1.0638,1.0686,1.0485,1.0304,1.0498,1.0564,1.5084,1.0686,0.5293,1.5731,1.6356,0.9965,0.9416,1.5606,0.9966,1.0445,1.0387,1.0405,1.0485,0.9965,1.0493,1.0474,1.0905,1.047,1.0341,1.043,0.5427,0.5293,0.5293,0.5002,1.0342,0.9965,1.4373,1.0512,1.4882,1.0445,1.0106,1.002,1.0421
"ACH-000264",1.0658,0.753,1.1596,1.1899,0.8622,1.1647,0.7168,0.8077,1.0911,0.787,1.2613,0.8192,0.7379,1.1986,0.8357,1.1671,1.1379,1.1702,1.0893,1.1916,0.7649,1.1999,0.7168,1.1246,0.8227,1.1432,1.2149,0.8192,0.8131,1.2345,1.1918,1.1479,1.2198,1.1496,0.4243,1.0485,0.8192,1.0658,0.4041,1.1918,1.18,0.761,1.2247,1.2613,0.8001,1.084,1.1497,1.1497,0.8187,0.7232,1.0863,1.1069,0.7391,1.3805,0.7343,0.8187,1.084,1.1294,1.1327,0.8102,0.753,0.8192,1.3805,0.761,1.0691,1.1479,0.787,0.7516,1.264,1.1737,0.8131,1.2198,0.7343,1.1507,1.294,1.0871,0.753,0.8325,1.5483,1.1916,1.1247,0.8192,1.1379,1.1877,1.0672,0.8192,1.1444,0.8171,1.2613,1.1457,1.1113,1.1877,0.7112,1.0727,1.294,0.7275,1.0658,1.2345,1.1647,0.4243,0.8325,0.7168,1.5483,1.18,1.1591,1.0563,1.1479,1.1479,1.4273,0.4243,1.1294,0.787,0.761,1.084,1.1294,1.4063,1.1877,1.0871,0.761,1.18,1.1916,1.2951,1.1379,1.0691,1.2951,0.7343,1.18,1.1507,1.1199,1.084,1.1479,1.0658,0.8001,1.294,0.8208,1.0936,1.1244,0.4243,1.18,1.18,1.1113,1.1327,1.1479,1.1788,0.7379,0.8357,1.2152,1.0672,1.1596,1.2217
"ACH-001395",0.6125,0.9703,0.6577,1.2184,1.2144,1.2168,1.2064,0.6102,0.6957,0.5936,1.2088,0.6138,0.8961,1.5907,1.1419,1.1715,0.6247,1.1838,1.2759,1.164,0.6126,1.2116,0.6009,0.6152,0.6191,1.2116,0.6152,0.6138,1.0643,1.0878,0.6152,0.6247,1.2863,1.1979,1.0788,0.6102,0.6138,0.6125,1.0092,0.6152,1.156,1.6291,1.2058,1.2088,0.6137,1.2168,0.6577,0.6577,0.9931,0.6186,1.2116,0.6193,0.5975,0.609,0.6012,1.0557,1.2168,1.1999,2.9265,0.7402,0.9703,0.6138,0.609,1.6291,0.6247,0.6247,0.5936,1.2027,1.2045,1.2045,1.0643,1.2863,0.6012,1.1639,1.2193,0.6328,1.2089,1.138,1.2086,1.164,0.6247,0.6138,0.6247,1.1838,1.2168,0.6138,0.6152,0.6191,1.2088,1.0878,1.1697,1.1838,0.7169,0.5975,1.2193,1.2406,0.6125,1.0874,1.2168,1.0788,1.138,0.6009,1.2086,1.156,1.0972,0.6193,0.6247,0.6247,2.3602,1.0788,1.1999,11.0032,1.6291,1.2168,1.1999,1.1841,1.1838,0.6328,1.6291,1.156,1.164,1.2537,0.6247,0.6247,1.2537,0.6012,1.156,1.1639,0.6009,1.2168,0.6247,1.2116,0.6137,1.2193,1.1966,1.1715,0.6152,1.0788,1.156,1.156,1.1697,1.1428,0.6247,1.0646,0.8961,1.1419,1.156,1.2168,0.6577,3.7287
"ACH-001675",0.6987,1.0226,0.5898,0.6562,1.1672,0.7053,0.6807,1.117,2.0338,0.795,0.8381,0.7031,0.9053,1.2839,1.2634,1.3745,0.9763,1.0046,0.9077,1.6565,1.0849,0.7508,0.6807,1.3335,0.6096,0.6721,1.0512,0.7477,0.7243,1.0158,1.0512,0.9641,2.0788,1.3133,0.6441,0.9835,0.7031,0.6987,0.6322,1.0512,0.9897,0.9721,1.3256,0.7141,1.1003,0.7053,0.9551,0.9551,1.1181,1.2365,0.7508,1.1423,0.9534,0.881,1.2505,1.0564,0.7053,0.6466,0.9696,0.9055,1.0102,0.7031,0.881,0.9721,0.8954,0.7469,0.7129,1.0856,1.4911,1.4398,0.7243,2.0719,1.3071,1.066,1.236,1.3011,0.9225,1.3023,0.9364,1.6548,1.371,0.7477,0.9641,1.0194,1.0342,0.7031,1.3256,1.0267,0.7155,1.0193,0.6402,1.0194,1.0635,0.9534,1.5799,0.6775,0.6987,0.9462,0.8272,0.6863,1.0716,0.6807,1.0463,0.955,0.8566,1.1742,0.7469,0.9641,0.9723,0.6441,0.6335,0.7206,0.9721,0.7053,0.6401,1.3418,1.0194,1.0829,0.8337,0.9897,1.3442,1.1811,0.9641,0.8954,1.2437,0.9826,0.9488,1.442,1.0836,0.7053,0.9641,0.6987,1.1607,1.9879,1.0378,1.0352,1.4241,0.6403,0.9897,1.0363,0.6402,0.6655,0.7469,0.9713,0.9053,1.2886,0.9767,0.9929,0.5898,0.9638
"ACH-000979",0.7996,0.7623,1.0562,0.7996,1.1346,1.134,0.7265,1.1346,1.1188,1.0805,1.0652,0.7258,1.1087,1.1546,1.1349,1.3699,1.0661,0.7845,0.7364,1.1194,1.3286,0.7996,0.7498,1.2227,1.1714,0.7996,0.799,0.7258,0.3917,1.1699,0.799,0.7087,1.9335,1.4935,0.3987,1.1346,1.422,0.7996,0.3987,0.799,0.7845,1.1356,1.3825,1.0652,0.7858,1.134,0.7085,1.0562,0.7891,0.7391,0.7996,1.1671,0.7636,1.09,1.0951,0.7891,1.134,1.1383,1.1136,1.1533,0.7623,1.422,1.09,1.1356,0.6978,0.6978,1.0805,0.7846,0.7694,0.7694,0.3917,1.9335,1.1091,1.2091,1.1757,1.098,0.7623,1.1273,0.7719,1.1194,1.0687,0.7258,1.0929,0.7845,1.0753,0.7258,1.2227,1.1035,1.0652,1.1699,1.0155,0.7845,1.3286,0.7636,1.1757,0.7265,0.7996,1.1699,1.134,0.3994,1.1273,0.7498,0.7719,0.7845,1.1699,1.1565,0.6978,0.7087,1.1517,0.3968,0.7596,1.0805,1.1356,1.134,0.7596,1.0947,0.7845,1.098,1.1356,0.7845,1.1349,1.0907,1.0929,0.6978,1.13,1.1091,0.7845,1.2971,0.7846,1.134,1.0929,0.7996,0.7858,1.1757,1.1346,1.3198,0.9474,0.3994,0.7845,0.7845,1.0155,1.1136,0.6978,1.0778,1.1087,1.1349,0.7845,1.0753,1.0562,1.1136
"ACH-001611",1.1275,0.82,0.8747,1.2196,1.0363,0.9966,0.8785,1.0404,1.1619,0.971,0.3809,0.6769,1.2628,0.6712,1.0126,1.5961,2.299,0.9494,0.9109,1.2195,0.9487,1.3434,0.9904,0.9715,1.2354,1.5034,1.0319,0.6828,1.1254,1.1782,1.0319,0.9341,1.1666,0.6712,1.3054,0.967,0.6769,1.1275,1.1913,1.0319,1.0025,0.6492,0.682,0.3809,0.6788,0.9966,0.8852,0.8747,1.0213,1.1992,1.3434,1.4562,0.6571,0.2733,1.0752,1.0303,0.9966,0.6692,1.0017,1.3171,0.82,0.6769,0.9882,0.6492,0.8604,0.9341,0.971,1.3253,1.2782,1.2782,1.1989,1.1666,1.1238,0.6949,1.3715,1.3293,0.82,1.2258,1.0732,1.2195,1.4287,0.6828,0.9341,0.9494,0.9739,0.6769,0.981,1.2354,0.3809,1.2413,0.3561,0.892,0.978,0.6571,1.0884,0.9182,1.2196,1.1782,0.9966,1.2278,1.2258,0.9904,1.0732,0.8346,1.2805,1.4755,0.9341,0.9341,1.5134,1.3054,0.6748,1.0036,0.6492,0.9966,0.6748,1.3053,0.892,1.3293,0.6906,1.0025,1.3208,1.32,1.4876,0.8604,1.32,0.8562,1.0025,0.6949,1.395,0.9966,0.9341,1.1275,0.6992,1.3715,1.0275,0.9373,1.0114,1.2278,1.0025,1.0025,0.3561,1.0617,0.9341,1.0832,1.2628,1.5886,0.9135,0.9739,0.8747,1.1659
"ACH-000060",0.5563,0.5633,1.0764,0.5846,1.1431,1.1366,0.5369,1.1121,1.0719,0.5656,1.167,0.583,1.0852,1.1166,1.1567,1.3141,1.1394,1.1298,0.7048,1.12,0.5478,0.5563,1.1622,1.1058,1.1754,0.5784,1.1512,0.583,0.5808,1.0887,1.1512,0.9451,1.1535,1.1151,0.5979,1.1121,0.583,0.5563,0.5893,1.1512,1.1298,1.1166,1.1073,1.167,1.1467,1.1397,1.0764,1.0764,1.1583,0.5488,0.5563,1.1551,0.5318,0.5286,1.068,0.574,1.1397,1.1156,1.1151,1.1748,0.5633,0.583,0.5286,1.1166,0.8958,0.9451,0.5656,1.0894,1.138,1.138,1.1574,1.1535,2.5538,1.6103,1.1975,1.051,0.5633,1.0697,1.1388,1.12,1.4202,0.583,0.9451,1.1298,1.1366,0.583,1.1058,1.1541,1.167,1.0887,1.0844,1.1298,0.5478,0.5318,1.1975,0.537,0.5563,1.0887,1.1366,0.5979,1.0697,1.1622,1.1388,1.1298,1.0887,1.051,0.9451,0.9451,1.4077,0.5979,1.156,0.5656,1.1166,1.1397,0.559,1.1399,1.1298,1.051,1.1166,1.1298,1.12,1.1452,0.9451,0.8958,1.1452,1.5552,1.1298,1.5003,1.161,1.1397,0.9451,0.5563,1.1467,1.1975,1.1228,0.5559,1.1512,0.5979,1.1298,1.1298,1.0844,1.1151,0.9451,1.12,1.0852,1.1567,1.1298,1.1366,1.0764,1.1151
"ACH-002459",1.0157,0.7836,0.9985,1.6723,0.7876,1.098,0.7382,0.7876,1.0999,0.7761,1.0843,0.799,0.7577,1.1589,1.1372,1.161,1.0829,1.1077,1.0769,1.0666,0.7853,1.5138,0.7421,1.2411,0.7877,1.4018,1.2897,0.799,0.8013,0.897,1.2897,1.0829,1.5316,1.0985,0.4193,0.7876,0.8024,1.0157,0.4072,1.2897,1.1103,1.4459,1.161,1.0843,0.81,1.0803,1.0648,1.0648,0.7836,1.0399,1.1522,1.2131,0.897,0.728,1.038,0.7836,1.0803,0.7354,1.094,0.8098,0.7836,0.8024,1.1052,1.4459,1.0388,1.0829,0.7761,0.7959,1.2323,1.1689,0.8013,1.4775,1.0943,0.9896,1.2214,1.0706,0.7836,1.108,1.1856,1.1507,1.1765,0.799,1.0829,1.1495,1.0965,0.799,1.2411,0.7877,1.0843,0.897,1.0843,1.1495,0.7427,0.897,1.2214,0.7359,1.0157,0.897,1.14,0.4193,1.1392,0.7421,1.1517,1.1265,0.7803,1.1141,1.0829,1.0829,1.3836,0.4193,0.739,0.8059,1.4459,1.0803,0.739,1.1976,1.1495,1.0706,1.4459,1.1103,1.0789,2.6803,1.0829,1.0388,1.9279,1.0834,1.1103,1.1034,0.7959,1.0803,1.0829,1.0511,0.81,1.2214,0.7876,1.1114,1.2411,0.4193,1.1103,1.1103,1.0843,1.1348,1.0829,1.129,0.7577,1.1372,1.0538,1.0959,0.9985,1.1993
